"","X","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","movie_title","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","budget","title_year","actor_2_facebook_likes","imdb_score","Action","Adventure","Fantasy","Sci.Fi","Thriller","Romance","Animation","Comedy","Family","Musical","Mystery","Western","Drama","History","Sport","Crime","Horror","War","Biography","Music","Documentary","Film.Noir","assassin","spy","scientist","vampire","vomiting","king","hospital","writer","student","future","fight","teenager","president","sex","terrorist","train","best.friend","college","serial.killer","hotel","christmas","secret","female.protagonist","battle","box.office.flop","rescue","cia","detective","lawyer","escape","party","wedding","island","marriage","dog","friendship","drugs","money","revenge","prison","school","boy","fbi","alien","high.school","new.york.city","police","death","murder","friend","love","profit"
"2324",2324,"James Gunn",251,95,571,102,"Gregg Henry",499,7774730,"Dustin Milligan","Slither ",1120,"Tania Saulnier",0,"c(""alien"", ""b movie"", ""sex"", ""slug"", ""small town"")",15500000,2006,298,6.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.498404516129032
"2325",2325,"Martin Brest",94,105,102,383,"Ronny Cox",901,234760500,"Judge Reinhold","Beverly Hills Cop ",3464,"James Russo",1,"c(""drug dealer"", ""drugs"", ""murder"", ""police brutality"", ""police shootout"")",1.4e+07,1984,605,7.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.7686071428571
"2327",2327,"Leonard Nimoy",21,102,12000,801,"Ted Danson",19000,167780960,"Tom Selleck","3 Men and a Baby ",21499,"Steve Guttenberg",4,"c(""1980s"", ""baby"", ""heroin"", ""package"", ""questioned by police"")",1.1e+07,1987,875,5.9,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2528145454545
"2328",2328,"Sydney Pollack",94,116,521,481,"Sydney Pollack",13000,177200000,"Bill Murray","Tootsie ",14701,"Teri Garr",1,"c(""actor"", ""actress"", ""friend"", ""love"", ""reputation"")",2.2e+07,1982,521,7.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.05454545454545
"2329",2329,"Tony Scott",173,110,12000,555,"Tom Skerritt",10000,176781728,"Tom Cruise","Top Gun ",13069,"Adrian Pasdar",2,"c(""flying"", ""gay subtext"", ""machismo"", ""male objectification"", ""pilot"")",1.5e+07,1986,1000,6.9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7854485333333
"2333",2333,"Ivan Reitman",27,107,425,247,"Tony Jay",742,111936400,"Kelly Preston","Twins ",2151,"Hugh O'Brian",1,"c(""bare chested male"", ""brother"", ""catholic orphanage"", ""long lost siblings"", ""twins"")",1.5e+07,1988,384,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46242666666667
"2335",2335,"Steven Spielberg",70,154,14000,271,"Rae Dawn Chong",852,94175854,"Oprah Winfrey","The Color Purple ",2592,"Dana Ivey",0,"c(""book strap"", ""girl"", ""racial discrimination"", ""racial tension"", ""stereotype"")",1.5e+07,1985,581,7.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27839026666667
"2336",2336,"Morten Tyldum",454,114,77,305,"Rory Kinnear",19000,91121452,"Benedict Cumberbatch","The Imitation Game ",20295,"Allen Leech",1,"c(""crossword puzzle"", ""cryptography"", ""enigma code"", ""gay lead character"", ""world war two"")",1.4e+07,2014,393,8.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50867514285714
"2338",2338,"Thor Freudenthal",111,94,87,569,"Zachary Gordon",17000,64001297,"Chloë Grace Moretz","Diary of a Wimpy Kid ",20154,"Rachael Harris",1,"c(""cheese"", ""diary"", ""friend"", ""middle school"", ""school"")",1.5e+07,2010,975,6.2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.26675313333333
"2339",2339,"Andrés Muschietti",393,100,127,250,"Megan Charpentier",1000,71588220,"Javier Botet","Mama ",1949,"Isabelle Nélisse",1,"c(""aunt"", ""children"", ""death of sister"", ""forest"", ""hiding in a closet"")",2e+07,2013,340,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.579411
"2340",2340,"Harold Ramis",55,98,11000,624,"Randy Quaid",816,61400000,"Beverly D'Angelo","National Lampoon's Vacation ",3617,"Jane Krakowski",1,"c(""amusement park"", ""dog"", ""family vacation"", ""national lampoon series"", ""vacation"")",1.5e+07,1983,695,7.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09333333333333
"2343",2343,"Tim Burton",109,92,13000,217,"Jeffrey Jones",925,73326666,"Catherine O'Hara","Beetlejuice ",1953,"Glenn Shadix",3,"c(""attic"", ""ghost"", ""surrealism"", ""teenage girl"", ""yuppie"")",1.5e+07,1988,692,7.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8884444
"2347",2347,"Simon West",152,87,165,383,"Tessa Thompson",1000,47860214,"Madeline Carroll","When a Stranger Calls ",2452,"Brian Geraghty",0,"c(""babysitting"", ""cell phone"", ""high school"", ""nightmare"", ""teenager"")",1.5e+07,2006,431,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.19068093333333
"2348",2348,"Shawn Levy",69,88,189,799,"Donald Faison",934,47811275,"Frankie Muniz","Big Fat Liar ",3707,"Lee Majors",1,"c(""brunette"", ""film producer"", ""liar"", ""prank"", ""stunt"")",1.5e+07,2002,927,5.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18741833333333
"2349",2349,"Barry Levinson",130,97,272,957,"Kirsten Dunst",22000,43022524,"Robert De Niro","Wag the Dog ",29252,"John Michael Higgins",0,"c(""death"", ""election"", ""hollywood"", ""president"", ""scandal"")",1.5e+07,1997,4000,7.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.86816826666667
"2352",2352,"Michael Dougherty",198,98,66,562,"Conchata Ferrell",3000,42592530,"Adam Scott","Krampus ",4567,"Allison Tolman",0,"c(""christmas"", ""german"", ""holiday"", ""krampus"", ""santa claus"")",1.5e+07,2015,658,6.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.839502
"2354",2354,"James Mangold",131,120,446,1000,"Sylvester Stallone",22000,44886089,"Robert De Niro","Cop Land ",40117,"Janeane Garofalo",3,"c(""corruption"", ""faked death"", ""falling off a roof"", ""internal affairs"", ""nypd"")",1e+07,1997,13000,6.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4886089
"2356",2356,"David Ayer",355,109,453,953,"Anna Kendrick",15000,40983001,"Jake Gyllenhaal","End of Watch ",27788,"America Ferrera",2,"c(""lapd"", ""police"", ""police officer"", ""south central los angeles"", ""street gang"")",7e+06,2012,10000,7.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.85471442857143
"2357",2357,"Rob Cohen",102,106,357,883,"Leslie Bibb",23000,35007180,"Paul Walker","The Skulls ",26652,"William Petersen",0,"c(""college"", ""friend"", ""ivy league"", ""secret society"", ""suicide"")",1.5e+07,2000,1000,5.6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.333812
"2358",2358,"James Marsh",419,123,120,149,"Emily Watson",13000,35887263,"Eddie Redmayne","The Theory of Everything ",14100,"Simon McBurney",0,"c(""based on memoir"", ""cambridge university"", ""husband wife relationship"", ""lou gehrig's disease"", ""physicist"")",1.5e+07,2014,876,7.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3924842
"2361",2361,"David Lean",181,227,767,87,"José Ferrer",607,6000000,"Claude Rains","Lawrence of Arabia ",1076,"Jack Hawkins",8,"c(""arab"", ""british military"", ""desert"", ""ottoman empire"", ""t.e. lawrence"")",1.5e+07,1962,202,8.4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6
"2363",2363,"Jean-Marc Vallée",349,115,212,612,"Kevin Rankin",2000,37877959,"Michiel Huisman","Wild ",4896,"Gaby Hoffmann",1,"c(""female protagonist"", ""grief"", ""hiking"", ""loss of mother"", ""mother daughter relationship"")",1.5e+07,2014,820,7.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52519726666667
"2368",2368,"Denzel Washington",112,126,18000,697,"Jurnee Smollett-Bell",18000,30226144,"Denzel Washington","The Great Debaters ",22745,"John Heard",1,"c(""college"", ""debate"", ""student"", ""texas"", ""wiley college"")",1.5e+07,2007,2000,7.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01507626666667
"2374",2374,"Wayne Wang",96,106,61,649,"Luke Benward",907,32645546,"Cicely Tyson","Because of Winn-Dixie ",3462,"Eva Marie Saint",5,"c(""10 year old"", ""dog"", ""florida"", ""girl"", ""supermarket"")",1.4e+07,2005,807,6.4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33182471428571
"2375",2375,"Gina Prince-Bythewood",68,124,107,865,"Sanaa Lathan",1000,27441122,"Alfre Woodard","Love & Basketball ",5135,"Omar Epps",0,"c(""basketball movie"", ""female basketball player"", ""high school"", ""nba"", ""title directed by female"")",1.5e+07,2000,886,7.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.829408133333333
"2380",2380,"Woody Allen",278,119,11000,400,"Mark Gatiss",19000,23089926,"Scarlett Johansson","Match Point ",20391,"Penelope Wilton",3,"c(""extramarital affair"", ""infidelity"", ""irony of fate"", ""surprise ending"", ""tennis"")",1.5e+07,2005,567,7.7,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5393284
"2382",2382,"James Ivory",58,134,133,258,"Peter Vaughan",12000,22954968,"Anthony Hopkins","The Remains of the Day ",12749,"Ben Chaplin",1,"c(""butler"", ""housekeeper"", ""manor"", ""servant"", ""service"")",11500000,1993,310,7.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996084173913043
"2387",2387,"John Ottman",108,97,83,579,"Joey Lawrence",912,21468807,"Loretta Devine","Urban Legends: Final Cut ",2682,"Jacinda Barrett",2,"c(""film set"", ""movie set"", ""sequel"", ""slow motion"", ""urban legend"")",1.4e+07,2000,786,4.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533486214285714
"2392",2392,"David Nutter",96,84,119,918,"Ethan Embry",989,17411331,"Bruce Greenwood","Disturbing Behavior ",4660,"Katharine Isabelle",3,"c(""blue ribbon"", ""high school"", ""jacket"", ""jock"", ""yogurt"")",1.5e+07,1998,982,5.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1607554
"2393",2393,"Derek Cianfrance",417,140,310,619,"Ben Mendelsohn",33000,21383298,"Ryan Gosling","The Place Beyond the Pines ",34413,"Angelo Anthony Pizza",3,"c(""bank"", ""carnival"", ""motorcycle"", ""police"", ""rookie cop"")",1.5e+07,2012,748,7.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4255532
"2394",2394,"Roger Donaldson",172,108,79,537,"Akie Kotabe",775,24984868,"Luke Bracey","The November Man ",3033,"Will Patton",2,"c(""critically bashed"", ""premarital sex"", ""sex scene"", ""sex standing up"", ""stripper"")",1.5e+07,2014,614,6.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665657866666667
"2397",2397,"Mark L. Lester",45,114,73,563,"George C. Scott",695,15100000,"Heather Locklear","Firestarter ",3444,"David Keith",1,"c(""captain"", ""experiment"", ""fire"", ""psychic"", ""secret government agency"")",1.5e+07,1984,654,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066666666666666
"2398",2398,"Andrew Dominik",414,97,181,748,"Sam Shepard",11000,14938570,"Brad Pitt","Killing Them Softly ",14025,"Ben Mendelsohn",1,"c(""exploding car"", ""hit by a car"", ""poker game"", ""punched in the face"", ""shot to death"")",1.5e+07,2012,820,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00409533333333334
"2399",2399,"Anton Corbijn",291,122,210,123,"Nina Hoss",22000,17237244,"Philip Seymour Hoffman","A Most Wanted Man ",22574,"Homayoun Ershadi",3,"c(""intelligence"", ""intelligence agency"", ""secret service"", ""surveillance camera"", ""war on terror"")",1.5e+07,2014,164,6.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1491496
"2400",2400,"Tom Green",97,87,374,484,"Harland Williams",826,14249005,"Rip Torn","Freddy Got Fingered ",2689,"Eddie Kaye Thomas",1,"c(""animator"", ""bamboo cane"", ""cartoonist"", ""sausage"", ""slacker"")",1.5e+07,2001,503,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0500663333333333
"2404",2404,"Lone Scherfig",221,107,92,358,"Jim Sturgess",11000,13766014,"Anne Hathaway","One Day ",17627,"Rafe Spall",0,"c(""23 year time span"", ""accidental death"", ""best friend"", ""loss of loved one"", ""male female friendship"")",1.5e+07,2011,5000,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822657333333333
"2406",2406,"James Foley",119,97,164,308,"Brian Van Holt",436,12212417,"Louis Lombardi","Confidence ",1172,"Leland Orser",3,"c(""con"", ""grifter"", ""lap dance"", ""organized crime"", ""shot in the forehead"")",1.5e+07,2003,324,6.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.185838866666667
"2407",2407,"Albert Brooks",97,97,745,745,"Bradley Whitford",12000,11614236,"Jeff Bridges","The Muse ",15209,"Albert Brooks",2,"c(""directed by star"", ""muse"", ""satire"", ""screenwriter"", ""tiffany's"")",1.5e+07,1999,821,5.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2257176
"2409",2409,"Woody Allen",42,124,11000,563,"Larry David",11000,10763469,"Woody Allen","New York Stories ",12685,"Mia Farrow",0,"c(""12 year old"", ""artist"", ""hotel"", ""three word title"", ""written and directed by cast member"")",1.5e+07,1989,860,6.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2824354
"2411",2411,"RZA",208,107,561,353,"RZA",746,15608545,"Rick Yune","The Man with the Iron Fists ",2377,"Daniel Wu",3,"c(""blacksmith"", ""box office flop"", ""chop socky"", ""critically bashed"", ""village"")",1.5e+07,2012,561,5.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405696666666666
"2415",2415,"Sean McNamara",46,103,80,782,"Rebecca De Mornay",1000,10411980,"Oliver James","Raise Your Voice ",4676,"Jason Ritter",0,"c(""music school"", ""scholarship"", ""small town"", ""stage fright"", ""three word title"")",1.5e+07,2004,872,5.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.305868
"2417",2417,"Craig Brewer",197,116,153,539,"Michael Raymond-James",3000,9396487,"Justin Timberlake","Black Snake Moan ",5012,"S. Epatha Merkerson",0,"c(""breasts"", ""nipples visible through clothing"", ""nudity"", ""rear entry sex"", ""white panties"")",1.5e+07,2006,788,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.373567533333333
"2419",2419,"Michael Winterbottom",190,108,187,254,"Archie Panjabi",11000,9172810,"Angelina Jolie Pitt","A Mighty Heart ",12178,"Dan Futterman",0,"c(""fbi"", ""journalist"", ""missing"", ""pakistan"", ""reporter"")",1.6e+07,2007,883,6.7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.426699375
"2427",2427,"Vicky Jenson",97,88,96,360,"Zach Gilford",24000,6373693,"J.K. Simmons","Post Grad ",25637,"Bobby Coleman",1,"c(""graduation"", ""graduation speech"", ""title directed by female"", ""tv studio"", ""unemployment"")",1.5e+07,2009,971,5.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.575087133333333
"2428",2428,"Gus Van Sant",242,106,835,363,"Hal Holbrook",13000,7556708,"Matt Damon","Promised Land ",14544,"Terry Kinney",1,"c(""corporate greed"", ""corporation"", ""natural gas"", ""salesman"", ""small town"")",1.5e+07,2012,826,6.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.496219466666667
"2429",2429,"Woody Allen",218,92,11000,386,"Michael McKean",860,5306447,"Larry David","Whatever Works ",2717,"Conleth Hill",1,"c(""atheist"", ""limp"", ""quantum mechanics"", ""religion"", ""runaway"")",1.5e+07,2009,658,7.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.646236866666667
"2430",2430,"Mary Lambert",49,105,52,275,"Susan Ward",477,5217498,"Matthew Settle","The In Crowd ",2312,"A.J. Buckley",4,"c(""clique"", ""country club"", ""female protagonist"", ""lip gloss"", ""title directed by female"")",1.5e+07,2000,397,4.6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6521668
